id,Potencia,Radiacion,Temperatura,Temperatura panel
46209,-42.0,14.0,10.0,10.0
46210,-79.0,23.0,11.0,10.0
46211,-153.0,33.0,11.0,11.0
46212,-186.0,54.0,11.0,11.0
46213,-189.0,62.0,12.0,12.0
46214,-342.0,89.0,12.0,12.0
46215,-651.0,180.0,14.0,14.0
46216,-710.0,330.0,16.0,17.0
46217,-961.0,528.0,19.0,22.0
46218,-2482.0,611.0,20.0,24.0
46219,-2421.0,772.0,22.0,28.0
46220,-2332.0,740.0,22.0,27.0
46221,-2332.0,726.0,23.0,27.0
46222,-2289.0,715.0,24.0,28.0
46223,-2254.0,704.0,23.0,26.0
46224,-2222.0,692.0,24.0,27.0
46225,-2198.0,684.0,23.0,25.0
46226,-2164.0,676.0,24.0,25.0
46227,-2146.0,667.0,25.0,26.0
46228,-2125.0,664.0,25.0,26.0
46229,-2125.0,661.0,26.0,27.0
46230,-2122.0,658.0,28.0,29.0
46231,-2135.0,658.0,28.0,30.0
46232,-2154.0,659.0,29.0,31.0
46233,-2175.0,664.0,30.0,31.0
46234,-2198.0,671.0,30.0,32.0
46235,-2221.0,678.0,30.0,33.0
46236,-2248.0,687.0,30.0,33.0
46237,-2266.0,692.0,30.0,33.0
46238,-2286.0,698.0,30.0,34.0
46239,-2278.0,699.0,30.0,34.0
46240,-2283.0,698.0,30.0,34.0
46241,-2264.0,692.0,30.0,34.0
46242,-2087.0,667.0,29.0,34.0
46243,-1740.0,577.0,28.0,33.0
46244,-1359.0,469.0,27.0,29.0
46245,-907.0,352.0,25.0,27.0
46246,-536.0,237.0,24.0,24.0
46247,-122.0,101.0,22.0,21.0
46248,-39.0,35.0,20.0,18.0
46249,-1.0,4.0,18.0,16.0
46250,8.0,-6.0,15.0,14.0
46251,8.0,-6.0,14.0,12.0
46252,8.0,-5.0,13.0,11.0
46253,8.0,-4.0,12.0,10.0
46254,8.0,-3.0,11.0,9.0
46255,8.0,-2.0,11.0,9.0
46256,8.0,-2.0,10.0,8.0
46257,8.0,-2.0,9.0,8.0
46258,8.0,-1.0,9.0,8.0
46259,8.0,0.0,9.0,7.0
46260,8.0,-1.0,8.0,7.0
46261,8.0,-2.0,8.0,7.0
46262,8.0,-2.0,8.0,6.0
46263,8.0,-2.0,8.0,6.0
46264,8.0,-2.0,7.0,6.0
46265,8.0,-1.0,7.0,6.0
46266,8.0,-1.0,7.0,6.0
46267,8.0,-1.0,7.0,7.0
46268,8.0,-2.0,7.0,6.0
46269,8.0,-1.0,7.0,6.0
46270,8.0,0.0,9.0,8.0
46271,8.0,-3.0,8.0,8.0
46272,8.0,-4.0,8.0,6.0
46273,8.0,-3.0,7.0,6.0
46274,8.0,-3.0,7.0,6.0
46275,8.0,-3.0,6.0,5.0
46276,8.0,-2.0,6.0,5.0
46277,8.0,-1.0,5.0,4.0
46278,8.0,-1.0,5.0,4.0
46279,8.0,-1.0,6.0,5.0
46280,8.0,0.0,6.0,5.0
46281,8.0,-1.0,5.0,5.0
46282,8.0,-1.0,5.0,5.0
46283,8.0,0.0,6.0,5.0
46284,9.0,-1.0,6.0,6.0
46285,9.0,-2.0,6.0,5.0
46286,9.0,-2.0,5.0,4.0
46287,8.0,0.0,5.0,4.0
46288,9.0,-1.0,5.0,3.0
46289,9.0,-1.0,5.0,3.0
46290,9.0,-3.0,4.0,3.0
46291,9.0,-2.0,4.0,2.0
46292,9.0,-3.0,3.0,1.0
46293,9.0,-1.0,3.0,1.0
46294,9.0,-1.0,3.0,1.0
46295,8.0,-2.0,3.0,1.0
46296,9.0,-3.0,2.0,1.0
46297,8.0,-2.0,2.0,0.0
46298,8.0,-1.0,2.0,0.0
46299,8.0,0.0,2.0,0.0
46300,8.0,0.0,2.0,0.0
46301,8.0,1.0,3.0,1.0
46302,6.0,3.0,4.0,2.0
46303,-14.0,8.0,5.0,4.0
46304,-37.0,14.0,6.0,6.0
46305,-85.0,24.0,7.0,7.0
46306,-140.0,38.0,8.0,8.0
46307,-194.0,52.0,8.0,8.0
46308,-225.0,68.0,9.0,9.0
46309,-281.0,76.0,9.0,9.0
46310,-305.0,89.0,9.0,10.0
46311,-360.0,112.0,10.0,11.0
46312,-462.0,118.0,10.0,12.0
46313,-690.0,224.0,12.0,13.0
46314,-756.0,270.0,13.0,17.0
46315,-734.0,208.0,13.0,17.0
46316,-1248.0,228.0,13.0,16.0
46317,-2013.0,367.0,16.0,19.0
46318,-2141.0,513.0,19.0,22.0
46319,-2196.0,684.0,18.0,27.0
46320,-2137.0,675.0,22.0,29.0
46321,-2083.0,654.0,24.0,32.0
46322,-2077.0,642.0,25.0,32.0
46323,-2046.0,640.0,25.0,30.0
46324,-2047.0,639.0,26.0,30.0
46325,-2053.0,634.0,28.0,31.0
46326,-2062.0,634.0,29.0,33.0
46327,-2103.0,647.0,27.0,31.0
46328,-2129.0,658.0,27.0,31.0
46329,-2167.0,665.0,29.0,33.0
46330,-2210.0,671.0,30.0,33.0
46331,-2233.0,681.0,30.0,34.0
46332,-2126.0,677.0,30.0,35.0
46333,-2288.0,653.0,30.0,33.0
46334,-2316.0,686.0,31.0,34.0
46335,-2260.0,701.0,30.0,34.0
46336,-2271.0,694.0,30.0,35.0
46337,-2214.0,684.0,30.0,36.0
46338,-2029.0,649.0,29.0,36.0
46339,-1683.0,556.0,28.0,33.0
46340,-1287.0,452.0,27.0,30.0
46341,-890.0,338.0,26.0,27.0
46342,-490.0,236.0,25.0,25.0
46343,-94.0,85.0,23.0,21.0
46344,-15.0,14.0,20.0,18.0
46345,8.0,-4.0,17.0,15.0
46346,8.0,-7.0,15.0,13.0
46347,8.0,-6.0,14.0,12.0
46348,8.0,-4.0,15.0,14.0
46349,8.0,-5.0,15.0,14.0
46350,8.0,-5.0,14.0,13.0
46351,8.0,-5.0,14.0,13.0
46352,8.0,-5.0,13.0,12.0
46353,8.0,-5.0,13.0,12.0
46354,8.0,-5.0,12.0,12.0
46355,8.0,-5.0,12.0,11.0
46356,8.0,-5.0,11.0,11.0
46357,8.0,-4.0,11.0,10.0
46358,8.0,-4.0,10.0,9.0
46359,8.0,-3.0,9.0,8.0
46360,8.0,-3.0,8.0,7.0
46361,8.0,-2.0,9.0,7.0
46362,8.0,-3.0,8.0,7.0
46363,8.0,-1.0,8.0,6.0
46364,8.0,-1.0,8.0,6.0
46365,8.0,0.0,8.0,7.0
46366,8.0,-2.0,8.0,7.0
46367,8.0,-1.0,8.0,6.0
46368,8.0,-3.0,8.0,6.0
46369,8.0,-2.0,7.0,5.0
46370,8.0,-2.0,6.0,5.0
46371,8.0,-2.0,6.0,5.0
46372,9.0,-2.0,5.0,4.0
46373,8.0,0.0,5.0,4.0
46374,8.0,1.0,6.0,5.0
46375,8.0,0.0,6.0,6.0
46376,8.0,0.0,7.0,7.0
46377,8.0,-1.0,7.0,7.0
46378,8.0,-1.0,7.0,7.0
46379,8.0,-1.0,7.0,6.0
46380,8.0,0.0,6.0,6.0
46381,8.0,-2.0,6.0,5.0
46382,8.0,-1.0,6.0,5.0
46383,8.0,0.0,6.0,5.0
46384,8.0,-1.0,6.0,5.0
46385,9.0,-1.0,7.0,6.0
46386,9.0,-1.0,8.0,7.0
46387,9.0,-2.0,7.0,7.0
46388,9.0,0.0,8.0,7.0
46389,9.0,0.0,8.0,8.0
46390,9.0,0.0,8.0,8.0
46391,9.0,-1.0,8.0,8.0
46392,9.0,-1.0,8.0,8.0
46393,8.0,0.0,8.0,8.0
46394,8.0,0.0,9.0,8.0
46395,8.0,0.0,9.0,9.0
46396,8.0,0.0,9.0,9.0
46397,8.0,-1.0,9.0,9.0
46398,3.0,0.0,8.0,8.0
46399,-24.0,6.0,8.0,8.0
46400,-51.0,18.0,8.0,8.0
46401,-116.0,31.0,8.0,8.0
46402,-210.0,49.0,9.0,9.0
46403,-278.0,69.0,9.0,9.0
46404,-310.0,104.0,10.0,10.0
46405,-352.0,98.0,10.0,10.0
46406,-419.0,123.0,11.0,11.0
46407,-901.0,239.0,12.0,13.0
46408,-1935.0,533.0,14.0,17.0
46409,-2544.0,738.0,19.0,26.0
46410,-1967.0,736.0,21.0,30.0
46411,-1608.0,550.0,19.0,27.0
46412,-1880.0,598.0,20.0,25.0
46413,-2130.0,701.0,21.0,27.0
46414,-2261.0,707.0,22.0,28.0
46415,-2219.0,701.0,23.0,28.0
46416,-2189.0,695.0,23.0,28.0
46417,-2077.0,660.0,24.0,28.0
46418,-2061.0,632.0,25.0,31.0
46419,-1741.0,651.0,26.0,32.0
46420,-2140.0,639.0,26.0,32.0
46421,-2200.0,683.0,27.0,33.0
46422,-1908.0,656.0,29.0,35.0
46423,-1632.0,583.0,29.0,36.0
46424,-2192.0,590.0,29.0,34.0
46425,-2151.0,678.0,31.0,37.0
46426,-2082.0,648.0,31.0,38.0
46427,-2216.0,674.0,32.0,38.0
46428,-2222.0,689.0,32.0,39.0
46429,-2252.0,691.0,31.0,39.0
46430,-2276.0,705.0,31.0,39.0
46431,-2268.0,704.0,31.0,39.0
46432,-2001.0,677.0,31.0,39.0
46433,-2122.0,630.0,30.0,38.0
46434,-1484.0,523.0,29.0,36.0
46435,-1627.0,444.0,27.0,33.0
46436,-1013.0,423.0,27.0,31.0
46437,-904.0,330.0,26.0,29.0
46438,-469.0,240.0,25.0,26.0
46439,-110.0,77.0,23.0,22.0
46440,-20.0,23.0,21.0,18.0
46441,5.0,-2.0,18.0,15.0
46442,8.0,-8.0,16.0,13.0
46443,8.0,-7.0,15.0,12.0
46444,8.0,-6.0,13.0,10.0
46445,8.0,-4.0,12.0,9.0
46446,8.0,-2.0,11.0,9.0
46447,8.0,-4.0,11.0,9.0
46448,8.0,-4.0,12.0,9.0
46449,8.0,-5.0,11.0,9.0
46450,8.0,-4.0,10.0,8.0
46451,8.0,-4.0,10.0,7.0
46452,8.0,-3.0,9.0,7.0
46453,8.0,-2.0,9.0,7.0
46454,8.0,-2.0,9.0,7.0
46455,8.0,-1.0,9.0,6.0
46456,8.0,-1.0,8.0,6.0
46457,8.0,-1.0,8.0,6.0
46458,8.0,-1.0,8.0,6.0
46459,8.0,-1.0,8.0,6.0
46460,8.0,-1.0,9.0,6.0
46461,8.0,-3.0,8.0,6.0
46462,8.0,-2.0,7.0,5.0
46463,8.0,-2.0,7.0,5.0
46464,8.0,-1.0,6.0,4.0
46465,8.0,-1.0,6.0,4.0
46466,8.0,-1.0,6.0,4.0
46467,8.0,-2.0,5.0,4.0
46468,8.0,-3.0,5.0,3.0
46469,8.0,-1.0,5.0,3.0
46470,8.0,-1.0,4.0,3.0
46471,8.0,-1.0,4.0,3.0
46472,8.0,-2.0,4.0,2.0
46473,8.0,-2.0,4.0,2.0
46474,8.0,-2.0,4.0,1.0
46475,8.0,-2.0,3.0,1.0
46476,9.0,-1.0,3.0,1.0
46477,8.0,-1.0,3.0,1.0
46478,8.0,-2.0,2.0,0.0
46479,8.0,-1.0,2.0,0.0
46480,8.0,-1.0,3.0,0.0
46481,9.0,-1.0,2.0,1.0
46482,9.0,-2.0,2.0,0.0
46483,8.0,-1.0,2.0,0.0
46484,9.0,-2.0,2.0,-0.0
46485,9.0,-2.0,2.0,-0.0
46486,9.0,-2.0,2.0,-0.0
46487,9.0,-3.0,1.0,-1.0
46488,9.0,0.0,2.0,-0.0
46489,8.0,3.0,4.0,2.0
46490,8.0,2.0,5.0,4.0
46491,8.0,1.0,6.0,5.0
46492,8.0,0.0,6.0,6.0
46493,8.0,0.0,6.0,6.0
46494,8.0,0.0,6.0,6.0
46495,-3.0,3.0,7.0,6.0
46496,-23.0,9.0,7.0,7.0
46497,-88.0,21.0,7.0,7.0
46498,-135.0,42.0,8.0,8.0
46499,-219.0,65.0,8.0,9.0
46500,-286.0,80.0,9.0,10.0
46501,-247.0,86.0,10.0,11.0
46502,-269.0,85.0,11.0,11.0
46503,-346.0,94.0,11.0,12.0
46504,-348.0,105.0,11.0,12.0
46505,-182.0,83.0,11.0,12.0
46506,-424.0,106.0,11.0,12.0
46507,-604.0,168.0,11.0,14.0
46508,-787.0,198.0,12.0,15.0
46509,-458.0,234.0,13.0,17.0
46510,-876.0,322.0,14.0,17.0
46511,-1406.0,377.0,15.0,20.0
46512,-2158.0,576.0,16.0,22.0
46513,-2158.0,612.0,17.0,23.0
46514,-2072.0,660.0,18.0,24.0
46515,-2022.0,646.0,19.0,26.0
46516,-2061.0,645.0,20.0,28.0
46517,-1790.0,619.0,22.0,30.0
46518,-2050.0,633.0,22.0,31.0
46519,-2048.0,654.0,23.0,31.0
46520,-2060.0,663.0,25.0,33.0
46521,-2230.0,687.0,26.0,35.0
46522,-1858.0,583.0,25.0,35.0
46523,-1538.0,599.0,27.0,35.0
46524,-1885.0,502.0,25.0,32.0
46525,-1615.0,516.0,27.0,35.0
46526,-862.0,407.0,26.0,34.0
46527,-858.0,325.0,24.0,30.0
46528,-964.0,369.0,25.0,30.0
46529,-1003.0,327.0,25.0,30.0
46530,-576.0,251.0,25.0,30.0
46531,-619.0,204.0,22.0,26.0
46532,-973.0,297.0,23.0,25.0
46533,-671.0,212.0,22.0,26.0
46534,-356.0,156.0,22.0,23.0
46535,-131.0,63.0,21.0,20.0
46536,-37.0,21.0,19.0,18.0
46537,1.0,4.0,17.0,16.0
46538,8.0,-2.0,16.0,15.0
46539,8.0,-4.0,15.0,14.0
46540,8.0,-4.0,15.0,14.0
46541,8.0,-2.0,15.0,13.0
46542,8.0,-2.0,14.0,14.0
46543,8.0,-2.0,14.0,13.0
46544,8.0,-3.0,13.0,13.0
46545,8.0,-4.0,13.0,12.0
46546,8.0,-5.0,12.0,10.0
46547,8.0,-5.0,11.0,10.0
46548,8.0,-4.0,11.0,9.0
46549,8.0,-4.0,10.0,9.0
46550,8.0,-3.0,9.0,8.0
46551,8.0,-3.0,9.0,7.0
46552,8.0,-3.0,9.0,7.0
46553,8.0,-3.0,8.0,6.0
46554,8.0,-3.0,9.0,7.0
46555,8.0,-3.0,9.0,7.0
46556,8.0,-3.0,9.0,7.0
46557,8.0,-1.0,10.0,8.0
46558,8.0,0.0,10.0,10.0
46559,8.0,0.0,11.0,10.0
46560,8.0,0.0,11.0,10.0
46561,8.0,0.0,11.0,11.0
46562,8.0,0.0,11.0,11.0
46563,8.0,0.0,11.0,11.0
46564,8.0,0.0,11.0,11.0
46565,8.0,0.0,11.0,11.0
46566,8.0,-1.0,11.0,11.0
46567,8.0,-1.0,11.0,11.0
46568,8.0,-1.0,11.0,11.0
46569,8.0,-1.0,11.0,11.0
46570,8.0,-1.0,11.0,11.0
46571,8.0,-1.0,12.0,11.0
46572,8.0,-1.0,12.0,11.0
46573,8.0,-1.0,12.0,11.0
46574,8.0,-1.0,12.0,11.0
46575,8.0,-1.0,12.0,11.0
46576,8.0,-1.0,12.0,11.0
46577,8.0,-1.0,12.0,11.0
46578,8.0,-1.0,12.0,11.0
46579,8.0,-1.0,12.0,11.0
46580,8.0,0.0,12.0,11.0
46581,8.0,0.0,12.0,11.0
46582,8.0,0.0,12.0,11.0
46583,8.0,0.0,12.0,11.0
46584,8.0,0.0,12.0,12.0
46585,8.0,0.0,12.0,12.0
46586,8.0,-1.0,12.0,12.0
46587,8.0,-1.0,12.0,12.0
46588,8.0,-1.0,12.0,12.0
46589,8.0,-1.0,12.0,12.0
46590,8.0,0.0,12.0,12.0
46591,7.0,0.0,12.0,12.0
46592,-4.0,3.0,12.0,12.0
46593,-22.0,8.0,12.0,12.0
46594,-82.0,18.0,13.0,12.0
46595,-102.0,37.0,13.0,13.0
46596,-137.0,37.0,13.0,13.0
46597,-577.0,124.0,14.0,14.0
46598,-582.0,187.0,15.0,16.0
46599,-506.0,165.0,15.0,17.0
46600,-468.0,170.0,15.0,18.0
46601,-649.0,183.0,16.0,18.0
46602,-690.0,229.0,16.0,19.0
46603,-628.0,215.0,16.0,19.0
46604,-781.0,230.0,16.0,19.0
46605,-786.0,249.0,16.0,19.0
46606,-1001.0,247.0,16.0,20.0
46607,-710.0,267.0,16.0,20.0
46608,-1093.0,279.0,17.0,20.0
46609,-945.0,304.0,17.0,20.0
46610,-752.0,317.0,17.0,21.0
46611,-939.0,230.0,17.0,20.0
46612,-908.0,262.0,17.0,20.0
46613,-656.0,211.0,17.0,19.0
46614,-865.0,237.0,17.0,19.0
46615,-524.0,199.0,17.0,20.0
46616,-588.0,206.0,18.0,19.0
46617,-372.0,135.0,17.0,19.0
46618,-180.0,90.0,17.0,18.0
46619,-157.0,61.0,17.0,17.0
46620,-97.0,38.0,16.0,17.0
46621,-83.0,27.0,16.0,16.0
46622,-162.0,44.0,16.0,16.0
46623,-214.0,77.0,17.0,17.0
46624,-181.0,68.0,17.0,17.0
46625,-126.0,51.0,17.0,17.0
46626,-126.0,39.0,16.0,17.0
46627,-95.0,43.0,16.0,16.0
46628,-43.0,23.0,16.0,16.0
46629,-21.0,9.0,16.0,16.0
46630,-26.0,13.0,16.0,15.0
46631,-4.0,6.0,15.0,15.0
46632,6.0,2.0,15.0,15.0
46633,8.0,0.0,15.0,15.0
46634,8.0,-1.0,15.0,14.0
46635,8.0,-2.0,15.0,14.0
46636,8.0,-1.0,15.0,14.0
46637,8.0,-1.0,15.0,14.0
46638,8.0,-1.0,15.0,14.0
46639,8.0,-3.0,14.0,14.0
46640,8.0,-4.0,14.0,13.0
46641,8.0,-2.0,14.0,13.0
46642,8.0,-5.0,13.0,13.0
46643,8.0,-4.0,13.0,13.0
46644,8.0,-3.0,13.0,12.0
46645,8.0,-3.0,13.0,12.0
46646,8.0,-2.0,13.0,12.0
46647,8.0,-2.0,13.0,12.0
46648,8.0,-2.0,13.0,12.0
46649,8.0,-2.0,13.0,12.0
46650,8.0,-2.0,13.0,13.0
46651,8.0,-2.0,13.0,13.0
46652,8.0,-1.0,13.0,13.0
46653,8.0,-1.0,13.0,13.0
46654,8.0,-2.0,13.0,13.0
46655,8.0,-3.0,12.0,12.0
46656,8.0,-2.0,12.0,12.0
46657,8.0,-2.0,12.0,12.0
46658,8.0,-1.0,12.0,12.0
46659,8.0,-1.0,12.0,12.0
46660,8.0,-1.0,12.0,12.0
46661,8.0,-2.0,12.0,12.0
46662,8.0,-2.0,12.0,12.0
46663,8.0,-2.0,12.0,12.0
46664,8.0,-2.0,12.0,12.0
46665,8.0,-1.0,12.0,12.0
46666,8.0,-1.0,13.0,12.0
46667,8.0,-1.0,13.0,12.0
46668,8.0,-2.0,13.0,12.0
46669,8.0,-1.0,13.0,12.0
46670,8.0,0.0,13.0,12.0
46671,8.0,0.0,13.0,13.0
46672,8.0,0.0,13.0,13.0
46673,8.0,-2.0,12.0,12.0
46674,8.0,-3.0,12.0,12.0
46675,8.0,-2.0,12.0,12.0
46676,8.0,-2.0,12.0,12.0
46677,8.0,-1.0,12.0,11.0
46678,8.0,-1.0,12.0,11.0
46679,8.0,-1.0,11.0,11.0
46680,8.0,0.0,11.0,11.0
46681,8.0,0.0,11.0,11.0
46682,8.0,-1.0,11.0,11.0
46683,8.0,0.0,11.0,11.0
46684,8.0,0.0,11.0,11.0
46685,8.0,0.0,11.0,11.0
46686,8.0,0.0,11.0,11.0
46687,8.0,0.0,11.0,11.0
46688,9.0,0.0,11.0,11.0
46689,6.0,1.0,11.0,11.0
46690,-2.0,3.0,11.0,11.0
46691,-8.0,5.0,11.0,11.0
46692,-9.0,6.0,11.0,11.0
46693,-17.0,8.0,11.0,11.0
46694,-17.0,10.0,11.0,11.0
46695,-10.0,9.0,11.0,11.0
46696,-22.0,10.0,11.0,11.0
46697,-34.0,13.0,11.0,11.0
46698,-43.0,16.0,11.0,11.0
46699,-45.0,17.0,11.0,11.0
46700,-45.0,21.0,11.0,11.0
46701,-79.0,21.0,11.0,11.0
46702,-86.0,32.0,11.0,11.0
46703,-79.0,27.0,11.0,11.0
46704,-101.0,29.0,11.0,11.0
46705,-135.0,40.0,11.0,11.0
46706,-150.0,48.0,11.0,12.0
46707,-101.0,44.0,11.0,12.0
46708,-88.0,31.0,11.0,11.0
46709,-136.0,36.0,11.0,11.0
46710,-83.0,34.0,11.0,12.0
46711,-120.0,33.0,11.0,12.0
46712,-171.0,48.0,11.0,12.0
46713,-114.0,44.0,11.0,12.0
46714,-155.0,45.0,11.0,12.0
46715,-187.0,58.0,11.0,12.0
46716,-141.0,59.0,12.0,12.0
46717,-91.0,31.0,11.0,12.0
46718,-86.0,33.0,11.0,12.0
46719,-59.0,28.0,11.0,12.0
46720,-28.0,18.0,11.0,11.0
46721,-24.0,14.0,11.0,11.0
46722,-38.0,14.0,11.0,11.0
46723,-26.0,14.0,11.0,11.0
46724,-14.0,11.0,11.0,11.0
46725,-7.0,7.0,11.0,11.0
46726,-6.0,7.0,11.0,11.0
46727,6.0,3.0,11.0,11.0
46728,9.0,1.0,11.0,11.0
46729,8.0,0.0,11.0,11.0
46730,8.0,0.0,11.0,11.0
46731,8.0,0.0,11.0,11.0
46732,8.0,0.0,11.0,11.0
46733,8.0,0.0,11.0,11.0
46734,8.0,0.0,11.0,11.0
46735,8.0,0.0,11.0,11.0
46736,8.0,0.0,11.0,11.0
46737,8.0,0.0,11.0,11.0
46738,8.0,0.0,11.0,11.0
46739,8.0,0.0,11.0,11.0
46740,8.0,0.0,11.0,11.0
46741,8.0,0.0,11.0,11.0
46742,8.0,0.0,11.0,11.0
46743,8.0,0.0,11.0,11.0
46744,8.0,0.0,11.0,11.0
46745,8.0,0.0,11.0,11.0
46746,8.0,0.0,11.0,11.0
46747,8.0,0.0,11.0,11.0
46748,8.0,0.0,12.0,12.0
46749,8.0,0.0,12.0,12.0
46750,8.0,0.0,12.0,12.0
46751,8.0,0.0,12.0,12.0
46752,8.0,0.0,12.0,12.0
46753,8.0,0.0,12.0,12.0
46754,8.0,0.0,12.0,12.0
46755,8.0,0.0,12.0,12.0
46756,8.0,0.0,12.0,12.0
46757,8.0,0.0,12.0,12.0
46758,8.0,0.0,12.0,12.0
46759,8.0,0.0,12.0,12.0
46760,9.0,0.0,12.0,12.0
46761,8.0,0.0,12.0,12.0
46762,8.0,0.0,12.0,12.0
46763,8.0,0.0,12.0,12.0
46764,8.0,0.0,12.0,12.0
46765,8.0,0.0,12.0,12.0
46766,8.0,0.0,12.0,12.0
46767,9.0,0.0,12.0,12.0
46768,9.0,0.0,12.0,11.0
46769,9.0,0.0,12.0,11.0
46770,8.0,0.0,12.0,12.0
46771,8.0,0.0,12.0,12.0
46772,8.0,0.0,12.0,12.0
46773,8.0,0.0,12.0,12.0
46774,8.0,0.0,12.0,12.0
46775,8.0,0.0,12.0,12.0
46776,8.0,0.0,12.0,12.0
46777,8.0,0.0,12.0,12.0
46778,8.0,0.0,12.0,12.0
46779,8.0,0.0,12.0,12.0
46780,8.0,0.0,12.0,12.0
46781,8.0,0.0,12.0,12.0
46782,8.0,0.0,12.0,12.0
46783,8.0,0.0,12.0,12.0
46784,2.0,2.0,12.0,12.0
46785,-18.0,7.0,12.0,12.0
46786,-9.0,8.0,12.0,12.0
46787,-20.0,11.0,12.0,12.0
46788,-32.0,13.0,12.0,12.0
46789,-10.0,14.0,12.0,12.0
46790,-37.0,11.0,12.0,12.0
46791,-31.0,15.0,12.0,12.0
46792,-77.0,19.0,12.0,12.0
46793,-113.0,37.0,11.0,12.0
46794,-90.0,33.0,11.0,12.0
46795,-150.0,38.0,11.0,12.0
46796,-106.0,40.0,11.0,12.0
46797,-172.0,46.0,11.0,12.0
46798,-242.0,67.0,11.0,12.0
46799,-219.0,65.0,11.0,12.0
46800,-242.0,71.0,11.0,12.0
46801,-428.0,96.0,12.0,12.0
46802,-514.0,151.0,12.0,13.0
46803,-416.0,126.0,12.0,13.0
46804,-386.0,108.0,12.0,13.0
46805,-174.0,88.0,12.0,13.0
46806,-195.0,54.0,12.0,13.0
46807,-163.0,60.0,12.0,12.0
46808,-208.0,58.0,12.0,12.0
46809,-150.0,58.0,12.0,13.0
46810,-107.0,44.0,12.0,12.0
46811,-112.0,39.0,12.0,12.0
46812,-110.0,37.0,12.0,12.0
46813,-97.0,37.0,12.0,12.0
46814,-80.0,30.0,11.0,12.0
46815,-66.0,26.0,11.0,12.0
46816,-76.0,26.0,11.0,12.0
46817,-42.0,25.0,11.0,12.0
46818,-22.0,15.0,11.0,12.0
46819,-10.0,8.0,11.0,12.0
46820,-29.0,10.0,11.0,11.0
46821,-17.0,11.0,11.0,11.0
46822,-5.0,7.0,11.0,11.0
46823,4.0,4.0,11.0,11.0
46824,10.0,1.0,11.0,11.0
46825,8.0,0.0,11.0,11.0
46826,8.0,0.0,11.0,11.0
46827,8.0,0.0,11.0,11.0
46828,8.0,0.0,11.0,10.0
46829,8.0,0.0,10.0,10.0
46830,8.0,0.0,10.0,10.0
46831,8.0,0.0,10.0,10.0
46832,8.0,0.0,10.0,10.0
46833,8.0,0.0,10.0,10.0
46834,8.0,0.0,10.0,10.0
46835,8.0,0.0,10.0,10.0
46836,8.0,-1.0,10.0,9.0
46837,8.0,-1.0,9.0,9.0
46838,8.0,-1.0,9.0,9.0
46839,8.0,-1.0,9.0,9.0
46840,8.0,-1.0,9.0,9.0
46841,8.0,-1.0,9.0,9.0
46842,8.0,-1.0,9.0,9.0
46843,8.0,-1.0,9.0,9.0
46844,8.0,-1.0,9.0,9.0
46845,8.0,-1.0,9.0,9.0
46846,8.0,-1.0,9.0,9.0
46847,8.0,-1.0,9.0,9.0
46848,8.0,-1.0,9.0,9.0
46849,8.0,-1.0,9.0,9.0
46850,8.0,-1.0,9.0,8.0
46851,9.0,-1.0,9.0,8.0
46852,8.0,-2.0,9.0,8.0
46853,8.0,-1.0,9.0,8.0
46854,8.0,-1.0,9.0,8.0
46855,8.0,-1.0,9.0,8.0
46856,8.0,0.0,9.0,8.0
46857,8.0,0.0,9.0,9.0
46858,9.0,-1.0,9.0,9.0
46859,9.0,-1.0,9.0,9.0
46860,8.0,0.0,9.0,9.0
46861,8.0,-1.0,9.0,9.0
46862,8.0,-1.0,9.0,8.0
46863,8.0,-1.0,9.0,9.0
46864,8.0,-1.0,9.0,9.0
46865,9.0,0.0,9.0,9.0
46866,9.0,0.0,9.0,9.0
46867,8.0,0.0,9.0,9.0
46868,8.0,0.0,10.0,9.0
46869,8.0,0.0,10.0,9.0
46870,8.0,0.0,10.0,9.0
46871,8.0,0.0,10.0,9.0
46872,8.0,0.0,10.0,10.0
46873,8.0,0.0,10.0,10.0
46874,8.0,0.0,10.0,10.0
46875,8.0,0.0,10.0,10.0
46876,8.0,0.0,10.0,10.0
46877,8.0,0.0,10.0,10.0
46878,8.0,0.0,10.0,9.0
46879,8.0,0.0,10.0,9.0
46880,-1.0,1.0,10.0,9.0
46881,-81.0,18.0,10.0,10.0
46882,-99.0,28.0,10.0,10.0
46883,-116.0,37.0,11.0,11.0
46884,-91.0,34.0,11.0,11.0
46885,-74.0,29.0,11.0,11.0
46886,-111.0,40.0,11.0,11.0
46887,-113.0,40.0,11.0,11.0
46888,-264.0,67.0,11.0,12.0
46889,-189.0,72.0,12.0,13.0
46890,-281.0,73.0,12.0,13.0
46891,-554.0,141.0,14.0,14.0
46892,-313.0,123.0,13.0,16.0
46893,-532.0,118.0,13.0,15.0
46894,-549.0,153.0,13.0,16.0
46895,-756.0,186.0,14.0,17.0
46896,-700.0,235.0,15.0,19.0
46897,-765.0,215.0,15.0,19.0
46898,-737.0,225.0,15.0,18.0
46899,-579.0,192.0,16.0,19.0
46900,-598.0,168.0,15.0,18.0
46901,-809.0,197.0,15.0,18.0
46902,-727.0,270.0,16.0,19.0
46903,-909.0,221.0,17.0,20.0
46904,-753.0,296.0,18.0,22.0
46905,-449.0,176.0,18.0,22.0
46906,-607.0,186.0,18.0,20.0
46907,-371.0,129.0,17.0,20.0
46908,-504.0,149.0,17.0,19.0
46909,-245.0,129.0,16.0,19.0
